Chapter,Section,Sub-Section,Block,Paragraph,Classifications,Compliance,CID,ControlText
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography",Context,"Post-Quantum Cryptographic Standards",2.4.10.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography",Context,"Post-Quantum Cryptographic Standards",2.4.11.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography",References,,2.4.12.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.R.01.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.R.02.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.R.03.,,,,
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.01.,"All Classifications",Should,7206,"Agencies SHOULD ensure they are aware of the latest developments in post-quantum cryptography.  GCSB is tracking these developments and will continue to provide advice through the NZISM."
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.02.,"All Classifications",Should,7207,"Agencies SHOULD maintain an inventory of sensitive and critical datasets that must be secured for an extended amount of time.  This will ensure datasets that may be at risk now and decrypted once a cryptographically relevant quantum computer is available are not secured solely through the use of quantum vulnerable cryptography."
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.03.,"All Classifications",Should,7208,"Agencies SHOULD conduct an inventory of systems using cryptographic technologies to determine the potential size and scope of future transition work once post-quantum cryptographic systems become available."
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.04.,"All Classifications",Should,7209,"Agencies SHOULD identify which systems in their inventory rely on public key cryptography and note them as quantum vulnerable in agency risk assessments."
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.05.,"All Classifications",Should,7210,"Agencies SHOULD determine a priority order for quantum vulnerable systems to be transitioned from classical cryptography to post-quantum cryptography."
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.06.,"All Classifications",Should,7211,"Agencies SHOULD consider the following factors when prioritising the quantum vulnerable systems:

Is the system a high value asset based on agency requirements?
Does the system protect sensitive information (e.g., key stores, passwords, root keys, signing keys, personal information, and classified information)?
Do other systems (internal or external to the agency) depend on the cryptographic protections in place on the quantum vulnerable system?
How long does the data need to be protected?"
"2. Information Security Services within Government","2.4. Preparation for Post-Quantum Cryptography","Rationale & Controls","Post-Quantum Cryptography Preparation",2.4.13.C.07.,"All Classifications",Should,7212,"Using the inventory and prioritisation information, agencies SHOULD develop a plan for system transitions upon publication of the new post-quantum cryptographic standard."
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Objective,,3.1.1.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,Scope,3.1.2.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,"Chief executive officer /or other title",3.1.3.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,"Devolving authority",3.1.4.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,"Devolving authority",3.1.5.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,"Devolving authority",3.1.6.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head",Context,"Devolving authority",3.1.7.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Delegation of authority",3.1.8.R.01.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Delegation of authority",3.1.8.R.02.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Delegation of authority",3.1.8.C.01.,"All Classifications",Must,282,"Where the agency head devolves their authority the delegate MUST be at least a member of the Senior Executive Team or an equivalent management position."
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Delegation of authority",3.1.8.C.02.,"All Classifications",Should,283,"When the agency head delegates their authority, the delegate SHOULD be a senior executive who understands the consequences and potential impact to the business of the acceptance of residual risk."
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Delegation of authority",3.1.8.C.03.,"All Classifications",Should,284,"Where the head of a smaller agency is not able to satisfy all segregation of duty requirements because of scalability and small personnel numbers, all potential conflicts of interest SHOULD be clearly identified, declared and actively managed."
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Support for information security",3.1.9.R.01.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Support for information security",3.1.9.R.02.,,,,
"3. Information security governance - roles and responsibilities","3.1. The Agency Head","Rationale & Controls","Support for information security",3.1.9.C.01.,"All Classifications",Must,288,"The agency head MUST provide support for the development, implementation and ongoing maintenance of information security processes within their agency."
"3. Information security governance - roles and responsibilities","3.2. The Chief Information Security Officer",Objective,,3.2.1.,,,,
"3. Information security governance - roles and responsibilities","3.2. The Chief Information Security Officer",Context,Scope,3.2.2.,,,,
"3. Information security governance - roles and responsibilities","3.2. The Chief Information Security Officer",Context,"Appointing a CISO",3.2.3.,,,,
